category,text
Ads,"""rt @thelocalitaly: time for vacation? @british_airways is giving away unlimited airmiles. where will you go? T_URL T_URL """
Others,"""lees hieri deel 76: internationale wielerweek rit 4 @pcmfocus [pcm 2013|nor_2] british airways cycling project - T_URL """
Others,"""rt malaysiakini: rt kinibiz: mas offers greater travel experience with mhupgrade - malaysia airlines is offerin... T_URL """""
Others,"""@british_airways celebrated haldi at my wedding T_POS_EMO T_URL """
News,"""malaysia airlines faces first lawsuit over missing flight mh370 jerusalem post kuala lumpur - two children of a... T_URL """
Rave,"""cathay pacific enhances service with new non-stop flights to T_URL this was really a blessing. """
Rave,"""@british_airways hey guys, the business life app you promote in the magazine isn_____t available in the uk. how come? T_URL """
Ads,"""send your celebrations pics to @british_airways &amp; you can win a ticket to london . hurry """
Rave,"""@british_airways going to miss our extra hours of leisure in the ba lounge at heathrow! our fave! hope we make our connecting flight to lax """
Others,"""aa: flight is @british_airways operated by @usairways the aa miles are of no use. me: what? aa: your miles are only valid on aa planes (2/3) """
News,"""marion (nc) mcdowell news: 2 boys sue govt, malaysia airlines over flight 370 . more - T_URL """
Ads,"""@british_airways life is a journey of happiness to celebrate with amazing journey to remember with T_URL """
Urgent,"""@british_airways how soon is my question. its more than 18 days since my first letter! """
Urgent,"""@british_airways can some one please get back to me re my flight booking yla 3zu complaint ref no is 12838152 i complained re cancelled """
Others,"""@jefftitelius airport with a sold out flight. no room to spare on the way to heathrow on @british_airways T_NEG_EMO """
Rant,"""there is disruption at heathrow airport after issues"" with an it system, british airways confirms. T_URL """""
Rant,"""wow airlines really are getting tough on luggage allowance/weight. yes i really do need all that lol. @americanair @british_airways """
Others,"""virgin galactic? please bring back the concorde! @british_airways """
Lead,"""@thebaq5 im from northern ireland, and im flying british airways, fucking hate ryanair omg """
Others,"""cpt to lhr on @british_airways still the queen of the skies """
Others,"""@british_airways celebrating ms dsouza , my school teachers 80th birthday T_URL """
Rant,"""my @british_airways flight is delayed by 22 hours. this is not normal. """
Rant,"""@british_airways no thanks. it was the 12pm from manchester to heathrow that was cancelled yday. """
Query,"""@british_airways thanks for getting back to me, i will send details tomorrow, wednesday """
Others,"""an unusual livery on our @british_airways flight home to jersey, like it though ______ T_URL """
Rave,"""as usual, a very comfortable and enjoyable flight with @british_airways """
Query,"""@british_airways @amexuk @askamexuk any reason for this? """
Others,"""earn up to 25,000 bonus asia miles on each flight on cathay pacific flights to hong kong through nov 30: T_URL """
Others,"""@williamsglyn 11k i am flying cathay pacific that knock ba into a cocked hat. """
Rant,"""@british_airways it is a pretty poor mistake. i do not like day delay T_NEG_EMO my cat will be hungry """
Query,"""does anyone ever tweet compliments @british_airways @americanair @easyjet @delta or just is it always complaints guys """
Rant,"""@british_airways of course. you should ensure that your web works properly. it has not worked the whole day for me """
Others,"""found malaysia airlines 370 T_URL """
Others,"""@jonny_smash @buzzinghelen @british_airways staff claimed they had not been told so we showed them app """
Lead,"""@british_airways more baggage issues i hear, i hope your passengers this weekend get to see their bags before they return home....... """
Others,"""@purestorage @purestorageuk @guccigirl @puregaddy look what i found in the @british_airways mag!! T_URL """
Others,"""touchdown kuala lumpur! ____ thank you @mas """
Query,"""@british_airways is the activity still on? hearty congratulations on having reached the special milestone of 90 years!! """
Rant,"""@_faaiiii my cousin works for british airways and said she is so snobby, talks to everyone like peasants ugh """
Rant,"""@british_airways they have contacted you, no one is helping them T_NEG_EMO @denarafik """
Rant,"""@british_airways lies about free cancellation"" - says no cancel fees when booking then __15 charged when refunding T_URL """""
Others,"""rt @its_apenalty: video t,co/hul33frjbq is on show @british_airways flights daily news listing, watch, take """
News,"""rt @airlinegossip: malaysia airlines passenger loses her child after emergency stop in bali T_URL """
Rant,"""@british_airways am a silver card member and a lot of money with ba. but constantly gobsmacked at poor customer service. """
Rave,"""thanks @british_airways for the upgrade,it does pay off to fly with you which is a good job as i have about 8 other flight already booked ______ """
Others,"""hmmm, the avios calc on @british_airways site said my @mas flight earned points when it did not. that is 400 quid gone. T_URL """
News,"""not much of an article but interesting to read T_URL """
Others,"""@scratchadva @british_airways downgrade him to the toilet """
News,"""malaysia airlines faces 1st lawsuit ovr missin flight mh370 T_URL """
News,"""rt @stcom: airlines sees first lawsuit on missing flight T_URL T_URL """
Others,"""@british_airways makes me proud to be flying to brazil with you """
News,"""'this year_____s most likely bad taste costumes: reeva steenkamp on the toilet, sexy isis executioner, a malaysia airlines plane.' omg hahahah """
Others,"""rt @umarmsheikh: a @british_airways boeing 747 flaring before touchdown during sunset at @heathrowairport rwy 27r | T_URL """
Others,"""g-byga british airways b747-400 london heathrow T_URL """
Urgent,"""@british_airways still waiting. """
Rant,"""oh, malaysia airlines. first flight m360, then m17. now seemingly the carrier 'jihadi gangster' khaled sharrouf fled australia on. """
Rave,"""rt @sebtrudeau: @mas had a great flight thank you. your service is absolutely amazing!! hope to fly with you again some day ! """
News,"""british airways to start bilbao flights - airline will operate double-daily route to spanish city T_URL """
Others,"""all ready to head to la this afternoon on @british_airways with @mmccarroll1 to our world champs! ___________________�_ """
News,"""rt @ausbt: cathay pacific reveals streamlined new-look brand T_URL T_URL """
Urgent,"""@british_airways where is my bag then? next flight has landed where is my promised update? """
Rant,"""@maitrenimishra @british_airways aabe lekin chehrepe to bara baje hai,,,this is called enjoying or annoying,,,lol """
Rave,"""@british_airways good idea, thank you! T_URL """
Rant,"""great service from british airways until i had to actually talk to someone (this happened at the gate). went down hill from there """
News,""" first lawsuit filed against govt | T_URL ____ | outlook wires @mas @najibrazak """
Rave,"""tremendous service on my @british_airways flight from lhr-ams today. pretty awful codeshare service for my @klm/@mas flight ams-kul today. """
Urgent,"""@british_airways i've been phoning and emailing you for months. always told the cot seats are not available to book. """
Query,"""would any airlines like to follow me @boeing @emirates @turkishairlines @americanair @flypal @alaskaair @mas @southwestair @klm @delta? """
Rave,"""rt @joshguna: the huge singapore airlines"" livery on the plane they pose with, the familiar kebaya cutting/colours. and then pixelised p____ """""
Rant,"""rt @barneteye: i hope @british_airways send a plane that works to take us home. 4 hr delay flying to mumbai due to broken plane &amp; finding a____ """
News,"""mexico news kuala lumpur, malaysia (ap) _____ the hunt for missing malaysia airlines flight 370 in a remo... T_URL mex info """
News,"""rt @consumerlinda: 2 children travelling alone with ba skyflyer solo service abandoned @british_airways podcast T_URL """
Others,"""@mrldc @theoneringnet dude, donuts and slurpees on me!! (but you_____re on your own for british airways premium economy upgrades) """
