category,text
Rant,"""@british_airways you guys are so bad at twitter """
News,"""rt @mailonline: twenty-two people injured after singapore airlines flight hits turbulence at 15,000ft T_URL """
Rant,"""@thedailyedge as long as he traveled on malaysia airlines it will not be a problem. """
Rant,"""@jrbenson i've seen @british_airways do that before. price should be fixed from when session starts """
Ads,"""want to go to nyc for christmas? of course you do. with british airways it could be free. T_URL T_URL """
News,"""singapore airlines takes top spot in cond_ nast traveler's readers' choice awards 2014 """
Rave,"""@davo_2 that is good news! was it malaysia airlines?! """
Rave,"""@british_airways no problem beth. have another for good measure T_POS_EMO T_URL """
Rant,"""malaysia airlines still safe? T_URL """
Rant,"""rt @helencarroll22: terrible service @british_airways this am problem sorted after 2hrs of arguments where ba were by their own admission a____ """
Rant,"""i pray i have the opportunity to experience this one day haha T_URL """
Query,"""@british_airways please would you give us an approx time we will hear back about our compensation your tweets keep avoiding the question """
Query,"""@british_airways please tell me how to get a response to my emails or snail mail """
Rant,"""by @harry_gxh new cathay pacific livery T_URL """
News,"""indiabusiness: british airways introduces dreamliner on london-chennai route: british airways has introduced a... T_URL """
Rant,"""@british_airways now i remember why i do not fly comair. """
Rant,"""nearly 5 weeks and still no sign of @british_airways getting in touch about my late baggage complaint... bad form """
Rant,"""how does one forget to put a suitcase on a plane, british airways???????? do tell """
Rant,"""@silverarrowsham @mercedesamgf1 british airways. godspeed guys, have a safe trip and no peanuts during the flight. """
News,"""chinese man news: children sue malaysia airlines 8 months after losing dad on missing mh370 plane T_URL """
News,"""scientist claims he knows how to find mh370 (via @daily_star) T_URL """
Rant,"""i'm so excited and happy for @mas if it is confirmed that ts abj will be made ceo! an organization like mas needs a benign military man. """
News,"""malaysia airlines sued by 2 boys over missing flight mh370 T_URL viat @firstpostin """
Ads,""" project fro @british_airways gives you the urge to fly away - T_URL - sterling stuff - """
Ads,"""looks subtle &amp; really well done: cathay pacific quietly reveals a updated brand look T_URL T_URL """
Query,"""@mas hi, is a380 back for hk route? """
Rant,"""@mas or as long as you keep looking... """
Query,"""@british_airways does anyone actually work at your call centre? it is getting silly now """
Feedback,"""@british_airways when busy at wtm2014 do not need to be thinking of trying to print out boarding pass for rtn flight, have some sense please """
Rant,"""@british_airways you are useless. i fly thousands of miles a year &amp; you are the only airline to lose my bags. try to call - no response """
Rant,"""@cathaypacific the returned economy premium ticket is still on waiting list and i cannot issue the ticket yet and time of travel is near. """
Rant,"""time to fly the silk route _____ traveling to singapore changi airport from singapore airlines T_URL """
News,"""analysts are questioning whether malaysia airlines can recover from two tragic disasters this year. """
News,"""amazing- british airways 777-200 close up go around at london heathrow airport T_URL """
Ads,"""@british_airways just sharing your celebration pics could win you tickets to london &amp; more; do not wait, get going, get sharing """
Ads,"""@british_airways interesting choice of stock photo T_URL """
Ads,"""T_URL great deal: british airways visa drops first year annual fee, still offers 50,000 points! """
News,"""to celebrate the new @british_airways route to singapore, gwyneth paltrow floated on this pool T_URL T_URL """
Query,"""@british_airways do you consider this to be acceptable customer service? please answer the question. """
Ads,"""i've just posted on my blog about: malaysia airlines sees first lawsuit on missing flight mh370 T_URL november 01, 201... """
Ads,"""@british_airways cooking a meal for your family is celebration time at home T_POS_EMO """
Rave,"""@british_airways loving my seat on the a380 product T_URL """
Others,""" singapore airlines shot by T_URL """
News,"""_____@leemelbourn: mh370 passenger's family sue malaysia airlines and government T_URL """
Others,"""singapore airlines boeing 777 T_URL """
Rant,"""c'mon @british_airways your bag drop queues @edi_airport once again an embarrassment. no queues @ryanair. T_URL """
Query,"""@singaporeair how can i find out if my friend has boarded the plane? she is travelling alone 4 1st time &amp; not heard from her! """
Rant,"""@samueljr @british_airways lol...that is rather strange """
Query,"""@british_airways are you any closer to answering my relatively simple enquiry? 27 days now. must be busy in complaints. """
News,"""[the guardian] mh370 passenger's family sue malaysia airlines and government T_URL [united kingdom] """
Ads,"""it_____s an ad for british airways, but it_____s really cool to watch. paris/nyc: T_URL """
Query,"""hi @british_airways can you tell me why the 1600 lhr to las vegas for tomorrow is showing as delayed? thanks """
News,"""bigtimel is now in the inflight magazine of cathay pacific and dragon air T_URL """
News,"""british airways a320 landing at raf gibraltar this afternoon T_URL """
Rant,"""see you soon berlin @lufthansa @lufthansa_usa @airberlin @etihadairways @emirates @klm @british_airways... T_URL """
Rant,"""@airliners_net do not fly by @british_airways in the evening through london-heathrow by connecting flights. T_URL """
News,""" british airways' a380 to singapore launched: it was a super-jumbo job fit for a super-star as ho... T_URL """
Rant,"""rt @barcelonaio: at least @edreams seem to be getting back on track T_URL """
Rant,"""ba is a felon symbol. b is british airways. a is american airlines. they are capable of knowing how tall the passenger is via data sharing. """
News,"""malaysia airlines sued by two boys who lost father on mh370 - south china morning post (subscription) ... T_URL """
Rant,"""@british_airways early morning in tlv!! T_URL """
News,"""singapore airlines fly's to the top with its excellent find out how here: T_URL T_URL """
Rant,"""@british_airways statistically ba probably has less than 5% of it seats available for avios, unlikely to really find a seat, it is a con. """
Rant,"""@zumbruk @british_airways brilliant choice! everyone should see medical oddities at some point! """
Others,"""especial oneworld ________ 9) operator: cathay pacific registration: b-kpl model: boeing 777-367(er) engine: general... T_URL """
Rant,"""@british_airways done. and sent the number! """
Ads,"""@cathaypacific @boeingairplanes @airbus cathay pacific celebrated 40 years of service to sydney last week. T_URL """
Ads,"""funny @nypost video: why flying first class on @singaporeair for 1 hour ruined my life @declangmurphy T_URL via @drjborin """
Ads,"""@british_airways thank you so much for serving us for 9 decades..its time to celebrate T_POS_EMO """
Ads,""" cabin crew (heathrow) - british airways - belfast: driven by a real team spirit, you and your ... T_URL """
Ads,"""british airways: cabin crew (heathrow) (scottish borders, ) T_URL """
News,"""[en] children sue malaysia airlines 8 months after losing dad on missing mh370 plane T_URL """
Rant,"""@british_airways are you going to help me to save"" the queen? """""
Rant,"""rt @willycardona85: espn's nfl insider @adamschefter reveals truth about malaysia airlines airplane that disappeared,and he ht____ """
News,""".@iadam: what it is like to fly the $23,000 singapore airlines suites class T_URL """
Rant,"""that singer ba robertson? is his name british airways robertson, but there was not enough room for all that on the record cover?? """
Ads,""" increases service in winter 2014: cathay pacific from 23, november 2014 to 1 T_URL """
News,""".@gwynethpaltrow was in to celebrate the launch of british airways' london to singapore flight route. T_URL """
Rave,"""@british_airways got your call. great customer care! looking forward for my friday flight from athens! thanks! """
Rant,"""@virginatlantic do you do straight swap of ba silver card. sick of underwhelming service i keep getting at @british_airways """
Others,"""@british_airways got everything ready for the pooja on diwali T_URL """
Rant,"""in cathay pacific 1st class lounge now...at bangkok airport now, flying to singapore for halloween____ T_URL """
News,"""australia says hunt for missing mh370 will take months: kuala lumpur - the hunt for missing malaysia airlines ... T_URL """
