News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,""" u ppl really this stupid? airasia and malaysia airlines are 2 different airlines. u may need 2 take urr comments over 2 facebook"""
Rant,""".i.p bad year for aviation T_NEG_EMO @mas @airasia"""
Rant,"""andom thought.... they still never found that missing malaysia airlines plane and it is been months..."""
Rant,"""ang again and had exactly the same thing happen. gave up and came to the airport this morning @mas"""
Rant,"""ang call centre to clarify. was told check in had closed. i asked why given website says open until 90 minutes prior. was hung up on. @mas"""
Rant,"""eady for a long drive up to @heathrowairport to drop people off for their travels tomorrow with @mas to vietnam! i wish it was me!"""
Rant,"""eal talk: how suspicious should i be of malaysia airlines? their ams-syd flights are real cheap but, you know, at what cost?"""
Rant,"""eality and mythology malaysia airlines the big lie that hides in a country that does not believe even half of... T_URL"""
Rant,"""eally bad customer service on both malaysia airlines @mas flights. hope they go bust idiots"""
Rant,"""eally good job from malaysia airlines. all 4 of my bags did not come out at the carousel. now my bags are missing in action."""
Rant,"""eally, i am very confused when malaysia airlines bestowed the best airlines in asia. where your brain, shit?"""
Rant,"""eally, what happened to malaysia airlines flight ..? you cannot be left completely in the dark in the 21st century."""
Rant,"""ecent appointments and decisions by @mas makin me puke. puii.."""
Rant,"""efund the flight that he is not able to catch because of their delay because customer appreciation obvs means nothing to them. good job @mas"""
Rant,"""emember when one malaysia airlines plane got lost and never seen again then another malaysia airlines plane got shotdown in ukraine?"""
Rant,"""emind me to never book a flight with malaysia airlines or airasia"""
Rant,"""eply to @mas the refund was requested on 24th july 2014... it has now been more than 3 months!!!! i want a status on my refund asap"""
Rant,"""esearching honeymoon flights, but the only option between bali and borneo is malaysia airlines. should i? T_NEG_EMO"""
Rant,"""etrench the top redundant executives, directors 迓蘝迓蘝迓搪@tweetajala: @mas that is strange. suppose to retrench staff, and now recruiting?迓蘝迓蘝迓蘝"""
Rant,"""ip to our late stewardess of qz8501 airasia tht crashed recently. @portalkritis @airasia @mas @singaporeair @flypal T_URL"""
Rant,"""ob are you malaysia airlines because you are in for a crash if you keep doing this"""
Rant,"""t ""@mas: fuck yes not us this time"""""
Rant,"""t ""@nickkyrgios: guys, i'm really pleased and honoured to announce my partnership with @mas as my airline of choice."""
Rant,"""t @1dmalaysiacrew: ""@happytmlinson: i even tracked his flight _迓太迓绦迓搪 the only flight to london at that time was mh2 malaysia airlines around no迓蘝迓蘝_"""
Rant,"""t @83b655131f244df: @hanifhanif8 @akbar_ali @eddydaud @tonyfernandes @azwanbro @mas @saladinmy @khairykj the guys thnks he is bigger than 迓蘝迓蘝_"""
Rant,"""t @_3hoursago: you thought we forgot about the malaysia airlines? i still want answers."""
Rant,"""t @_andrea_3000: there are bloodied malaysia airlines flicht attendants with black box purses what ths fuck is wrong with this country"""
Rant,"""t @_anujsharma: as i thought these guys would do something abt their @namelessdigipro @giksongeorge @mona98184 @mas bt th迓蘝迓蘝_"""
Rant,"""t @_fujinn: where that plane at? @mas"""
Rant,"""t @_griffin_door: plot twist the malaysia airlines disappearance was a huge marketing scheme so they could bring back lost"""
Rant,"""t @_loveshak: do something about the food hygiene you serve in your lounge @mas. aku mkn kat kedai tepi jalan pun xpernah kena food poison迓蘝迓蘝_"""
Rant,"""t @_susarino: 迓蘝迓蘝迓搪@rjpyro: @mayramoonlight @brimartinez_ ima snacth bri up so hard even the malaysia airlines are gonna b elookin for her迓蘝迓蘝迓蘝 _迓太迓绦夦_澶_迓太迓绦夦_澶迓蘝迓蘝_"""
Rant,"""t @a380fanclub: that is a huge delay for @mas 4: a380 mnd 6,5 hours late in london. T_URL"""
Rant,"""t @abena_serwaa: seems some people do not realize that airasia is a different company from malaysia airlines"""
Rant,"""t @abscbnchannel2: it is not even a year since malaysia airlines another plane from air asia gone missing.. prayers to everyone abo迓蘝迓蘝_"""
Rant,"""t @adamflinter: really sad that we are able to make this comparison, but @airasia and @mas response to a potential tragedy is chalk and che迓蘝迓蘝_"""
Rant,"""t @adrianlimcheeen: acc to saiful: anwar asked for anal sex on a carpet at the end of the bed. ky gel was in his malaysia airlines bag."""
Rant,"""t @agenthunt: tragic year for asians travelling in air. 500 lives lost without any reason and explanation @airasia @mas"""
Rant,"""t @ai_connects_us: ""mh370 was a shocking incident. there is still no final conclusion"" @mas dean dacko"""
Rant,"""t @airline_dude: airlines, have you @mas @airasia"""
Rant,"""t @akbar_ali: @tonyfernandes is @azwanbro's recommended choice as @mas ceo? has done indepth study? @hanifhanif8 @saladinmy @eddydaud @drs迓蘝迓蘝_"""
Rant,"""t @almehairiauh: @mas to end its flights from to and"""
Rant,"""t @amirulbahri: @mas half hour has elapsed and nobody has answered my complaint mh?"""
Rant,"""t @and1mixer87: @dv_braza always. why do you think all of a sudden we do not hear about malaysia airlines? or even ebola? lol it is crazy."""
Rant,"""t @andy_s_64: gee thanks thailand / malaysia airlines... one suitcase lost."""
Rant,"""t @anjakparadigma: @mas boarded the plane twice in 28 hours just to find that the flight cannot take off due to crew issues. ground staff 迓蘝迓蘝_"""
Rant,"""t @anjakparadigma: @mas i have been stranded at dxb airport for the past 28 hours due to technical issues with flight mh 163 without assis迓蘝迓蘝_"""
Rant,"""t @anjakparadigma: @mas no water, food and accomodation provided by mas. the only assistance came from dubai airport management."""
Rant,"""t @anjakparadigma: after a nightmare 2 days at dxb airport with @mas ,the nightmare is still not over. arrived at klia with all luggage mi迓蘝迓蘝_"""
Rant,"""t @anjakparadigma: in air asia and malaysia airlines we trust. keep giving us good deals so that we can continue experiencing the world."""
Rant,"""t @ankitaasthana: @mas never fly worst flight experience ever!the most unhelpful staff at have a sin迓蘝迓蘝_"""
Rant,"""t @annahlashri: 迓蘝迓蘝迓搪@mas: no matter the size, we are all brothers and sisters! show us how you for a chance to be featured. T_URL"""
Rant,"""t @anthonygall00: @coupenyr they ask if you have life insurance before you board malaysia airlines"""
Rant,"""t @anukaau: @mas @mvs_ua you want to investigate terror writing a security warning about attacks for 2 months before it T_URL"""
Rant,"""t @anurag_doshi: @kameenapanti @mas @timesofindia no response yet.. no reason... passengers have been handed their luggage moved to hyatt 迓蘝迓蘝_"""
Rant,"""t @anurag_doshi: @mas @anandaditya luggage given back to passengers and all airline staff missing and misleading information @shubhy_sj @k迓蘝迓蘝_"""
Rant,"""t @anurag_doshi: @mas @shubhy_sj @anandaditya malasyian airline flight mh195 passengers stranded on airport no definite answer terrible st迓蘝迓蘝_"""
Rant,"""t @anurag_doshi: @mas @timesofindia mh195 indefinite delay staff missing passengers chaos stranded on airport luggage given back without c迓蘝迓蘝_"""
Rant,"""t @anurag_doshi: @mas cancel all tickets and avoid malasyian airlines. @timesofindia @toimumbai @timesnow @httweets"""
Rant,"""t @anurag_doshi: @mas wtf response @kameenapanti @timesofindia @shubhy_sj @kjain1986 no timeline yet.wait indefinitely we buy dinner T_URL"""
Rant,"""t @arianearborene: cannot believe that another malaysia airlines flight has gone missing, this time at a spot they specifically know the w迓蘝迓蘝_"""
Rant,"""t @aridhyy: i respect australia for not giving up in helping out sar for both malaysia airlines and airasia flights"""
Rant,"""t @arrisariff: if it is as reported, congratulations to the @mas pilot for handling it well."""
Rant,"""t @asamae2kn: @nazichicharoti sorry. no, yet. T_NEG_EMO i will check it later! T_POS_EMO @mas @flyana_official"""
Rant,"""t @asrulmm: no matter what happens, i will still fly malaysia airlines, airasia and firefly"""
Rant,"""t @aula_jr: @aljazeera ""air asia has never lost a plane before"" like other companies have lost planes before besides malaysia airlines."""
Rant,"""t @ausaviation: @wanariefimran @mas no, those aircraft have already been built but wing production is ahead of fuselage production due to 迓蘝迓蘝_"""
Rant,"""t @aviation_zone: @mas @airasia @malaysia 迓蘝迓蘝_迓蘝迓搪_ we know you have been through hard times recently, may allah bless you... @captkhlim T_URL"""
Rant,"""t @aviatorjk: @flgovcand_gig @miafernandez @malvikakapoor8 @bluebarba @mas so we will get an answer... sure..."""
Rant,"""t @aviatorjk: @georgehatcher @bluebarba @flgovcand_gig @mas how can we find it with these wrong data? we did not get any r迓蘝迓蘝_"""
Rant,"""t @aviatorjk: @georgehatcher @mas in case of every accident we had a debris field. one example is 447. but in we did not ha迓蘝迓蘝_"""
Rant,"""t @aviatorjk: @georgehatcher @mas we did not get signals, field, and any valid data for conventional search is goi迓蘝迓蘝_"""
Rant,"""t @aviatorjk: @loondale @georgehatcher @mas at the time of accident they had no idea about the reason. after recovering the and 迓蘝迓蘝_"""
Rant,"""t @aviatorjk: @loondale @nessie43 @georgehatcher @mas now the data too wrong."""
Rant,"""t @aviatorjk: @malvikakapoor8 @bluebarba @flgovcand_gig @mas at this time i am sure we are on the wrong area of search. one day we will fi迓蘝迓蘝_"""
Rant,"""t @aviatorjk: @nessie43 @loondale @georgehatcher @mas daniela n. yea that is true. we need a long time to find it."""
